id,name,address
264, Zaubes pamatskola," ""Bērzaines"", Zaube, Zaubes pagasts, Cēsu novads"
971, Zaļenieku komerciālā un amatniecības vidusskola," Baznīcas iela 2, Zaļenieki, Zaļenieku pagasts, Jelgavas novads"
970, Zaļenieku komerciālā un amatniecības vidusskola," Centra iela 3, Zaļenieki, Zaļenieku pagasts, Jelgavas novads"
275, Zemgales vidusskola," ""Zemgales Vidusskola"", Slampe, Slampes pagasts, Tukuma novads"
771, Zemgales vidusskola," Zemgale 16, Zemgale, Demenes pagasts, Augšdaugavas novads"
341, Zemītes sākumskola," ""Zemītes Pils"", Zemīte, Zemītes pagasts, Tukuma novads"
549, Zentas Mauriņas Grobiņas novada vidusskola," ""Kapsēdes Pamatskola"", Kapsēde, Medzes pagasts, Dienvidkurzemes novads"
548, Zentas Mauriņas Grobiņas novada vidusskola," Skolas Iela 1, Grobiņa, Dienvidkurzemes novads"
491, Ziemeru pamatskola," ""Pamatskola"", Māriņkalns, Ziemera pagasts, Alūksnes novads"
604, Ziemeļvidzemes pamatskola," Skolas iela 5, Vaidava, Vaidavas pagasts, Valmieras novads"
757, Zilupes vidusskola," Skolas iela 1, Zilupe, Zilupes pagasts, Ludzas novads"
603, Zinātņu vidusskola (Daugavpils 3. vsk) Raiņa iela 30, Daugavpils
162, Zālītes speciālā pamatskola," ""Brīviņi"", Iecavas pagasts,(skola slēgta)"
161, Zālītes speciālā pamatskola," Upes iela 8, Zālīte, Iecavas pagasts, Bauskas novads"
456, Zūru pamatskola," Skolas iela 10, Ventava, Vārves pagasts, Ventspils novads"
451, Ābeļu pamatskola," Ābeļi, Ābeļu pagasts, Jēkabpils novads"
962, Ādažu sākumskola," Attekas iela 16, Ādaži, Ādažu novads"
93, Ādažu vidusskola," Gaujas iela 30, Ādaži, Ādažu novads"
705, Āgenskalna Valsts ģimnāzija," Lavīzes iela 2A, Rīga"
706, Āgenskalna sākumskola," Kandavas iela 4 K-1, Rīga"
242, Ēdoles pamatskola," Ēdole, Ēdoles pagasts, Kuldīgas novads"
670," Ērgļu pašvaldības SIA ""Ērgļu slimnīca"" Sociālās aprūpes nodaļa"," Parka iela 7, Ērgļi, Ērgļu pagasts, Madonas novads"
580, Ērgļu sociālās aprūpes centrs," ''Kastaņas'', Sausnējas pagasts, Madonas novads"
581, Ērgļu sociālās aprūpes centrs," Parka iela 4, Ērgļi, Ērgļu pagasts, Madonas novads"
667, Ērgļu vidusskola," Oškalna iela 6, Ērgļi, Ērgļu pagasts, Madonas novads"
130, Ērģemes pamatskola," Ērģemes skola, Ērģemes pagasts, Valkas novads"
383," Ģimenes atbalsta centrs ""Dzeguzīte"""," Dzeguzīte 1, Irši, Iršu pagasts, Aizkraukles novads"
382," Ģimenes atbalsta centrs ""Dzeguzīte"""," Dzeguzīte, Irši, Iršu pagasts, Aizkraukles novads"
140, Īslīces pamatskola," Skolas iela 16, Bērzi, Īslīces pagasts, Bauskas novads"
158, Ķeguma komercnovirziena vidusskola," Skolas iela 10, Ķegums, Ogres novads"
126, Ķeipenes pamatskola," Ziedu iela 3, Ķeipenes pagasts, Ogres novads"
117, Ķekavas vidusskola," Gaismas iela 9, Ķekava, Ķekavas pagasts, Ķekavas novads"
118, Ķekavas vidusskola," Nākotnes iela 1A, Ķekava, Ķekavas pagasts, Ķekavas novads"
110, Ķemeru pamatskola," Tukuma iela 10, Jūrmala"
91, Š. Dubnova Rīgas Ebreju vidusskola," Miera iela 64, Rīga"
716, Špoģu vidusskola," Šosejas iela 3, Šproģi, Višķu pagasts, Augšdaugavas novads"
563, Šķibes pamatskola," Skolas iela 3, Nākotne, Glūdas pagasts, Jelgavas novads"
688, Šķilbēnu sociālās aprūpes māja," Rekavas iela 11, Šķilbēnu pagasts, Balvu novads"
686, Žīguru pamatskola," Parka iela 9, Žīguri, Žīguru pagasts, Balvu novads"
